INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Marca temporal,Autor de la Pregunta,Bloque,Órgano requerido,Organismo (derivación final),Corresponde responder a 2 o mas Ministerios?,Segunda derivación,Justificación o contexto,Pregunta,Respuesta,Organismo requerido inicialmente,Area de gestión,Tema
96,26/09/2016,28/09/2016,180,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,Ministerio de Transporte,,,,"En relación a la obra “Soterramiento del corredor ferroviario Caballito-Moreno de la línea Ferrocarril Sarmiento”, informe:","Si se han visto modificadas las condiciones particulares del Pliego Licitatorio original, en las cuales se establecía que las empresas debían aportar de forma total o parcial financiamiento para la etapa 1. En caso afirmativo, indique si no correspondería llevar a cabo un nuevo proceso licitatorio",SI,Transporte ,Política Ferroviaria  ,OBRA SOTERRAMIENTO TRAN SARMIENTO
96,26/09/2016,28/08/2016,181,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,Ministerio de Transporte,,,,"En relación a la obra “Soterramiento del corredor ferroviario Caballito-Moreno de la línea Ferrocarril Sarmiento”, informe:","Si el financiamiento necesario para esta obra se encuentra incluido en los US$ 1.800 millones autorizados en el Anexo al artículo 38 de la Ley de presupuesto 2016. En caso afirmativo, ¿por qué se está solicitando autorización por el valor total de US$ 3.000 millones?",SI,Transporte ,Política Ferroviaria  ,OBRA SOTERRAMIENTO TREN SARMIENTO
96,26/09/2016,28/09/2016,182,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,Ministerio de Seguridad,,,,"Ante los hechos de público conocimiento respecto a la denuncia contra el ex titular de la Aduana, Juan José Gómez Centurión,  responda: ","Envíe copia de la denuncia a esta Cámara.
Informe si existe algún expediente administrativo o de inteligencia a nombre del Ex titular de la Aduana, Juan José Gómez Centurión. De existir envíe copia del mismo a esta Cámara",SI,Seguridad ,Otros,DENUNCIA CONTRA CENTURION
96,26/09/2016,28/09/2016,183,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,Agencia Federal de Inteligencia,,,,Informe respecto de la Agencia Federal de Inteligencia:,Si la misma posee o alquila inmuebles en el viejo edificio del Diario la Prensa y en la intersección de Libertador y Newbery. ,SI,AFI,Organismos,ALQUILER DE INMUEBLE AFI
96,26/09/2016,28/08/2016,184,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,Agencia Federal de Inteligencia,,,,Informe respecto de la Agencia Federal de Inteligencia:,"¿Cuál es el sistema de rendición de cuentas sobre gastos en la AFI? 
 Informe si existen gastos extraordinarios y secretos; en caso de ser afirmativa la respuesta detalle:
   - Forma en que se controla dicho gasto y funcionario responsable de autorizar los mismos. 
  - Monto de dicho presupuesto",SI,AFI,Presupuesto Nacional,GASTOS RESERVADOS AFI
96,26/09/2016,28/09/2016,185,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,Ministerio de Energía y Minería,,,,,Informe el criterio tomado en cuenta y la forma en cómo se determinó el precio del gas en la resolución N°32/2016 del Ministerio de Energía de la Nación,SI,Energía y Minería,Tarifas  ,CRITERIO NUEVA TARIFA GAS
96,26/09/2016,28/09/2016,186,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,Ministerio de Energía y Minería,,,,,Indique si se tiene previsto confeccionar un esquema tarifario por región que contemple la capacidad de pago de los usuarios de acuerdo al nivel de ingreso existente en las diferentes provincias del país. ,SI,Energía y Minería,Tarifas  ,REGIMEN TARIFARIO POR REGIÓN
96,26/09/2016,28/08/2016,187,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,"Ministerio de Interior, Obras Públicas y Vivienda",,,,"En relación al compromiso, que nuestro país ha tomado con Estados Unidos y la Unión Europea, de recibir  refugiados sirios informe: ","Cantidad de refugiados que ingresarían al país y medidas de seguridad a adoptar respecto de los mismos.
El presupuesto o la forma de financiamiento con la que se atenderán los gastos que demanden el ingreso de refugiados. ",SI,"Interior, Obras Públicas y Vivienda",Política Migratoria,REFUGIADOS SIRIOS
96,26/09/2016,28/09/2016,188,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,"Ministerio de Interior, Obras Públicas y Vivienda",,,,"En relación al compromiso, que nuestro país ha tomado con Estados Unidos y la Unión Europea, de recibir  refugiados sirios informe:","¿Cuál será la política social a implementar? Detalle cuestiones de vivienda, de inserción laboral y educativa	¿Cuál será la política de integración de estas personas a nuestra sociedad?",SI,"Interior, Obras Públicas y Vivienda",Política Migratoria,REFUGIADOS SIRIOS
96,26/09/2016,28/09/2016,189,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,Ministerio de Comunicaciones,,,,, ¿Cuáles son las estrategias y acciones implementadas a la fecha en el marco del proyecto REFEFO?,SI,Comunicaciones ,TDA redes/ARSAT/Fibra óptica,IMPLEMENTACIÓN REFEFO
96,26/09/2016,28/08/2016,190,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,Ministerio de Comunicaciones,,,,,"Detalle el avance a nivel nacional y provincial, del proyecto de la Red Federal de Fibra Óptica (REFEFO) que implementa ARSAT, en particular lo realizado en el tramo ubicado sobre la Ruta Nacional 40 – provincia de Salta.",SI,Comunicaciones ,TDA redes/ARSAT/Fibra óptica,AVANCE REFEFO EN SALTA
96,26/09/2016,28/09/2016,191,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,Ministerio de Comunicaciones,,,,,Brinde especificaciones acerca de la infraestructura desplegada en la provincia de Salta en este proyecto.,SI,Comunicaciones ,TDA redes/ARSAT/Fibra óptica,INFRAESTRUCTURA REFEFO DESPLEGADA EN SALTA
96,26/09/2016,28/09/2016,192,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,Ministerio de Educación y Deportes,,,,,¿En qué situación de ejecución se encuentra el Plan FinEs? ¿Tiene el Poder Ejecutivo pensado su continuidad en el tiempo?,SI,Educación y Deportes,Programas educativos.,SITUACIÓN PLAN FINES
96,26/09/2016,28/08/2016,193,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,Ministerio de Educación y Deportes,,,,,¿Cuál es el presupuesto del Plan FinEs y la distribución para la provincia de Salta?,SI,Educación y Deportes,Programas educativos.,PLAN FINES EN SALTA
96,26/09/2016,28/09/2016,194,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,Ministerio de Ambiente y Desarrollo Sustentable,,,,,"Informe sobre la cantidad de recursos transferidos durante el año 2016 del Fondo Nacional Para la Conservación de Bosques Nativos a las distintas jurisdicciones provinciales, detallando los montos por provincia y la relación que se toma en cuenta para distribuirlos. ¿Dichos recursos se corresponden a los porcentajes de superficie de bosques nativos declarados por cada jurisdicción?",SI,Ambiente y Desarrollo Sustentable,Recursos Naturales,FONDO CONSERVACIÓN BOSQUES NATIVOS
96,26/09/2016,28/09/2016,195,,"Fiore Viñuales, María Cristina del Valle (SAL - PARES)",PARES,Ministerio de Ambiente y Desarrollo Sustentable,,,,Fondo Nacional para el enriquecimiento y conservación de los bosques nativos .,"Si los recursos asignados se corresponden a las categorías de conservación declaradas, ¿Cuánto equivaldría por hectárea de categoría I, II y III?",SI,Ambiente y Desarrollo Sustentable,Recursos Naturales,FONDO CONSERVACIÓN BOSQUES NATIVOS
96,26/09/2016,28/08/2016,196,,"García Larraburu, Silvina (RNG - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Comunicaciones,,,,,¿Por qué se está usando consultoría de la firma estadounidense McKinsey & Company  para avanzar en un marco regulatorio de toda la política de comunicaciones?,SI,Comunicaciones ,Comunicaciones y medios (TDA),CONSULTORÍA McKINSEY
96,26/09/2016,28/09/2016,197,,"García Larraburu, Silvina (RNG - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Comunicaciones,,,,,En publicaciones periodísticas ha trascendido que la consultora McKinsey realizó un relevamiento satelital y ofreció dos opciones: a) limitarse a gestionar los satélites Arsat 1 y 2 o b) privatizar el segmento satelital. ¿Es esto cierto? ¿En qué consistiría gestionar ambos satélites? ¿Por qué se analiza la posibilidad de privatizar? ,SI,Comunicaciones ,Comunicaciones y medios (TDA),RESULTADO CONSULTORÍA McKINSEY
96,26/09/2016,28/09/2016,198,,"García Larraburu, Silvina (RNG - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Comunicaciones,,"Ministerio de Ciencia, Tecnología e Innovación Productiva",,,¿En qué estado está el desarrollo de la industria satelital y el Plan Satelital Geoestacionario Argentino 2015-2035? ,SI,"Ciencia, Tecnología e Innovación Productiva",ARSAT/Satélites  ,PLAN SATELITAL GEOESTACIONARIO
96,26/09/2016,28/08/2016,199,,"García Larraburu, Silvina (RNG - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Comunicaciones,,,,,¿Qué avances hubo en los últimos 7 meses en cuanto a la implementación del Sistema Argentino de Televisión Digital Terrestre (SATVD-T)?  ,SI,Comunicaciones ,TDA redes/ARSAT/Fibra óptica,IMPLEMENTACIÓN SISTEMA ARGENTINO TVD-T
96,26/09/2016,28/09/2016,200,,"García Larraburu, Silvina (RNG - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Comunicaciones,,,,,"¿Cuáles son las medidas tomadas y a tomar, por la actual gestión, en torno a la administración, gestión y control de los recursos órbitas-espectro correspondientes a las redes de satélites en todo el territorio nacional y en los lugares sometidos a su jurisdicción?",SI,Comunicaciones ,ARSAT/Satélites  ,SITUACIÓN REDES SATELITAL ARGENTINA
96,26/09/2016,28/09/2016,201,,"García Larraburu, Silvina (RNG - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Comunicaciones,,,,,"a) ¿Cuáles son los motivos de la decisión oficial de autorizar a SES a brindar servicios en el país con el satélite holandés NSS-806 en la posición orbital 47.5?

b) ¿Cuáles son los motivos de la decisión oficial de autorizar a la francesa Eutelsat a operar con el satélite Eutelsat 113 WA?

c) ¿Cuáles son los motivos de la decisión oficial de autorizar y a la estadounidense DirecTV a comercializar banda ancha directa al hogar en banda Ka con Spaceway 2?

d)  Las autorizaciones ponen en jaque a la estatal Arsat. ¿Se han realizado análisis de impacto?",SI,Comunicaciones ,ARSAT/Satélites  ,PRESTACION SERVICIOS SATELITES EXTRANJEROS
96,26/09/2016,28/08/2016,202,,"García Larraburu, Silvina (RNG - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Comunicaciones,,,,,"Motivos para que la compañía española Hispasat brinde un informe, pliegue e imponga las condiciones de las multinacionales satelitales de origen extranjero ante nuestra soberanía satelital.",SI,Comunicaciones ,ARSAT/Satélites  ,VULNERACIÓN SOBERANÍA SATELITAL POR HISPASAT
96,26/09/2016,28/09/2016,203,,"García Larraburu, Silvina (RNG - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Comunicaciones,,"Ministerio de Ciencia, Tecnología e Innovación Productiva",,,"Con las vistas hacia un nuevo programa satelital:
 
a). ¿Cuál es el rol que tendrá Arsat? 

b). ¿Se prevé la creación de puestos de trabajo directos? 

c). ¿Cuánta cantidad de puestos de trabajo indirectos se calculan? ¿Son de empresas nacionales o extranjeras?",SI,Comunicaciones ,ARSAT/Satélites  ,PROGRAMA SATELITAL ARS-AT
96,26/09/2016,28/09/2016,204,,"García Larraburu, Silvina (RNG - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Ciencia, Tecnología e Innovación Productiva",,,,"En el informe anterior señale que en el presupuesto aprobado destinó en la partida para Río Negro casi 1 millón de pesos para la Comisión Nacional de Energía Atómica.
 
Por ahora la información disponible es que el presupuesto está destinado sólo a gastos corrientes y sueldos. Las preguntas las dejaron para “completar en el transcurso de las próximas horas por la autoridad”, no hemos tenido conocimiento de ninguna de las dos:",¿Habrá una actualización presupuestaria para continuar con los proyectos y el desarrollo de Energía Atómica? ,SI,Energía y Minería,CNEA/Energía Nuclear,PRESUPUESTO DESARROLLO ENERGÍA ATÓMICA
96,26/09/2016,28/08/2016,205,,"García Larraburu, Silvina (RNG - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,"En el informe anterior señale que en el presupuesto aprobado destinó en la partida para Río Negro casi 1 millón de pesos para la Comisión Nacional de Energía Atómica.
 
Por ahora la información disponible es que el presupuesto está destinado sólo a gastos corrientes y sueldos. Las preguntas las dejaron para “completar en el transcurso de las próximas horas por la autoridad”, no hemos tenido conocimiento de ninguna de las dos:",¿Qué sucede con los 650 monotributistas que expresaron que temen por su continuidad laboral?,SI,Energía y Minería,CNEA/Energía Nuclear,PRESUPUESTO DESARROLLO ENERGÍA ATÓMICA
96,26/09/2016,28/09/2016,206,,"García Larraburu, Silvina (RNG - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,"En el informe anterior señale que en el presupuesto aprobado destinó en la partida para Río Negro casi 1 millón de pesos para la Comisión Nacional de Energía Atómica.
 
Por ahora la información disponible es que el presupuesto está destinado sólo a gastos corrientes y sueldos. Las preguntas las dejaron para “completar en el transcurso de las próximas horas por la autoridad”, no hemos tenido conocimiento de ninguna de las dos:","a) ¿Cuál es la planificación que pretende articular el Gobierno Nacional con INVAP? 

b)  ¿Se continuará con el fomento a la empresa rionegrina? ¿Hay giros de fondos previstos para hacer?",SI,Energía y Minería,CNEA/Energía Nuclear,ARTICULACIÓN CON INVAP
96,26/09/2016,28/09/2016,207,,"García Larraburu, Silvina (RNG - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Interior, Obras Públicas y Vivienda",,,,,¿Cuál es el estado del Programa Techo Digno en los distintos municipios de la provincia de Río Negro? ,SI,"Interior, Obras Públicas y Vivienda",Política habitacional,PROGRAMA TECHO DIGNO
96,26/09/2016,28/08/2016,208,,"García Larraburu, Silvina (RNG - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Interior, Obras Públicas y Vivienda",,,,Obras públicas y vivienda,¿Es cierto que el gobierno actual quiere deslindar responsabilidades por las obras que aún no se terminaron? ,SI,"Interior, Obras Públicas y Vivienda",Obras Públicas/Infraestructura Pública,RESPONSABILIDAD OBRAS PÚBLICAS SIN FINALIZAR
96,26/09/2016,28/09/2016,209,,"García Larraburu, Silvina (RNG - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Interior, Obras Públicas y Vivienda",,,,Obra pública y vivienda,¿Cuál será el rol del Gobierno Nacional si se terminan los fondos que han depositado a la Provincia de Río Negro para que se haga cargo?,SI,"Interior, Obras Públicas y Vivienda",Obras Públicas/Infraestructura Pública,FONDOS OBRAS PÚBLICAS SIN FINALIZAR
