INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Marca temporal,Autor de la Pregunta,Justificación o contexto,Pregunta,Órgano requerido,Area de gestión,Tema
ANEXO 94,30/05/2016,01/06/2016,454,8/1/2016 14:17:14,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a la pandemia gripal existente en el país, solicito al Poder Ejecutivo se sirva informar: ",¿Cuáles son las estimaciones de evolución de la enfermedad para el resto del periodo invernal?,Ministerio de Salud,Programas/ servicios de salud,EVOLUCIÓN GRIPE EN EPOCA INVERNAL
ANEXO 94,30/05/2016,01/06/2016,455,8/1/2016 13:49:07,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuál es el estado del Plan Conectar Igualdad ?  ,"Ministerio de Trabajo, Empleo y Seguridad Social",Programas educativos.,PLAN CONECTAR IGUALDAD
ANEXO 94,30/05/2016,01/06/2016,456,8/1/2016 13:25:36,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿Cuál es el estado de la obra de la Ruta 22? ¿Los puestos de trabajo vinculados a la misma, están activos?",Ministerio de Transporte,Obras Viales,OBRAS EN RUTA 22
ANEXO 94,30/05/2016,01/06/2016,457,8/1/2016 13:26:19,"García Larraburu, Silvina (RNG - PJ-FpV)",,"Se informó que se instalaría un sistema de balanzas, de peso total y por ejes, sobre la Ruta Nacional 23, de la Provincia de Río Negro para controlar el peso y las dimensiones de los camiones que transitan por la zona, sobre todo por la importancia que adquirirá con el aumento de la circulación vehicular.
¿En qué estado está el proyecto?",Ministerio de Transporte,Obras Viales,SISTEMA DE BALANZAS RUTA 23
ANEXO 94,30/05/2016,01/06/2016,458,8/1/2016 13:27:07,"García Larraburu, Silvina (RNG - PJ-FpV)",,"También se dió cuenta desde la actual gestión que se instalará una balanza en la Ruta Nacional 40, entre Bariloche y El Bolsón, para controlar el peso de los camiones y evitar así mayor deterioro en la traza afectada por el tránsito pesado. ¿En qué estado está este proyecto?",Ministerio de Transporte,Obras Viales,SISTEMA DE BALANZAS RUTA 40
ANEXO 94,30/05/2016,01/06/2016,459,8/1/2016 13:28:38,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a la Ruta Nacional 251, solicito al Poder Ejecutivo se sirva informar: ",¿Cómo es posible que una costosa ruta repavimentada escasos meses atrás exhiba cráteres y fisuras?,Ministerio de Transporte,Obras Viales,SITUACIÓN PAVIMENTO DE RUTA 251
ANEXO 94,30/05/2016,01/06/2016,460,8/1/2016 13:29:23,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a la Ruta Nacional 251, solicito al Poder Ejecutivo se sirva informar: ",¿Cuál ha sido la calidad de trabajo realizado? ya que no ha soportado las lluvias acaecidas.,Ministerio de Transporte,Obras Viales,SITUACIÓN PAVIMENTO DE RUTA 251
ANEXO 94,30/05/2016,01/06/2016,461,8/1/2016 13:31:09,"García Larraburu, Silvina (RNG - PJ-FpV)","En más de 40 kilómetros de la Ruta 251, que une San Antonio Oeste y Conesa, los pozos son más que superficiales: llegan hasta la base granular (el ripio calcáreo). Y hay fisuras que alcanzaron el mayor grado (6), denominado ""piel de cocodrilo"".",¿Cuál ha sido el material empleado y quién ha garantizado la finalización de obra con un estándar que permita su adecuado uso?,Ministerio de Transporte,Obras Viales,SITUACIÓN PAVIMENTO DE RUTA 251
ANEXO 94,30/05/2016,01/06/2016,462,8/1/2016 13:32:12,"García Larraburu, Silvina (RNG - PJ-FpV)","En más de 40 kilómetros de la Ruta 251, que une San Antonio Oeste y Conesa, los pozos son más que superficiales: llegan hasta la base granular (el ripio calcáreo). Y hay fisuras que alcanzaron el mayor grado (6), denominado ""piel de cocodrilo"".","¿Se ha realizado un buen remiendo de los baches que existían anteriormente, o directamente se ha trabajado sobre la parte dañada? Ello debido a que los ciudadanos de la zona advirtieron que la mezcla, apenas tirada en algunos sectores, mostraba el efecto ""panal de abejas"" y tras la lluvia, la humedad penetró la carpeta y el frío intenso hizo el resto: la congeló, expandió y desprendió.",Ministerio de Transporte,Obras Viales,SITUACIÓN PAVIMENTO DE RUTA 251
ANEXO 94,30/05/2016,01/06/2016,463,8/1/2016 13:33:09,"García Larraburu, Silvina (RNG - PJ-FpV)","En más de 40 kilómetros de la Ruta 251, que une San Antonio Oeste y Conesa, los pozos son más que superficiales: llegan hasta la base granular (el ripio calcáreo). Y hay fisuras que alcanzaron el mayor grado (6), denominado ""piel de cocodrilo"".",¿Podría especificar la extensión de los segmentos defectuosos y en mal estado que debieron ser subsanados luego de la obra?,Ministerio de Transporte,Obras Viales,SITUACIÓN PAVIMENTO DE RUTA 251
ANEXO 94,30/05/2016,01/06/2016,464,8/1/2016 13:34:26,"García Larraburu, Silvina (RNG - PJ-FpV)","En más de 40 kilómetros de la Ruta 251, que une San Antonio Oeste y Conesa, los pozos son más que superficiales: llegan hasta la base granular (el ripio calcáreo). Y hay fisuras que alcanzaron el mayor grado (6), denominado ""piel de cocodrilo"". 

 ",¿Podría en particular cuantificar la pérdida monetaria que esta negligencia ocasionó?,Ministerio de Transporte,Obras Viales,SITUACIÓN PAVIMENTO DE RUTA 251
ANEXO 94,30/05/2016,01/06/2016,465,8/1/2016 13:35:46,"García Larraburu, Silvina (RNG - PJ-FpV)",,"En relación al avance de obras en San Antonio Oeste; solcito al Poder Ejecutivo se sirva informar : ¿Cuál es el estado de terminación de las obras gestionadas ante Nación para concluir con la infraestructura necesaria en el acceso a la ciudad, que incluye: puentes, rutas, rotondas, desagües pluviales y colectoras?",Ministerio de Transporte,Obras Viales,OBRAS DE INFRAESTRUCTURA EN SAN ANTONIO OESTE
ANEXO 94,30/05/2016,01/06/2016,466,8/1/2016 13:44:57,"García Larraburu, Silvina (RNG - PJ-FpV)",En relación a la compra de combustible para flota aeronáutica de Aerolíneas Argentinas; solicito al Poder Ejecutivo se sirva informar :,¿Cuáles son los fundamentos normativos y técnicos a través de los cuales se dispuso que la empresa Shell sea la proveedora de la línea aérea de bandera?,Ministerio de Transporte,Aerolíneas  /Transporte aéreo,COMPRA COMBUSTIBLE PARA AEROLÍNEAS ARGENTINAS
ANEXO 94,30/05/2016,01/06/2016,467,8/1/2016 13:46:22,"García Larraburu, Silvina (RNG - PJ-FpV)",En relación a la compra de combustible para flota aeronáutica de Aerolíneas Argentinas; solicito al Poder Ejecutivo se sirva informar :,¿Cuáles fueron los fundamentos que avalaron el incumplimiento del decreto presidencial NM189/12?,Ministerio de Transporte,Aerolíneas  /Transporte aéreo,COMPRA COMBUSTIBLE PARA AEROLÍNEAS ARGENTINAS
ANEXO 94,30/05/2016,01/06/2016,468,8/1/2016 13:48:13,"García Larraburu, Silvina (RNG - PJ-FpV)",En relación a la compra de combustible para flota aeronáutica de Aerolíneas Argentinas; solicito al Poder Ejecutivo se sirva informar :,¿Ha  existido una evaluación y comparación sobre la diferencia tarifaria entre Shell y otros oferentes?,Ministerio de Transporte,Aerolíneas  /Transporte aéreo,COMPRA COMBUSTIBLE PARA AEROLÍNEAS ARGENTINAS
ANEXO 94,30/05/2016,01/06/2016,469,8/1/2016 13:49:16,"García Larraburu, Silvina (RNG - PJ-FpV)",En relación a la compra de combustible para flota aeronáutica de Aerolíneas Argentinas; solicito al Poder Ejecutivo se sirva informar :,¿Cuáles  han sido las ventajas por sobre las condiciones de contratación con la empresa estatal YPF?,Ministerio de Transporte,Aerolíneas  /Transporte aéreo,COMPRA COMBUSTIBLE PARA AEROLÍNEAS ARGENTINAS
ANEXO 94,30/05/2016,01/06/2016,470,8/1/2016 13:59:41,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿ Cuál es el estado de la obra de la Ruta 23? ¿Los puestos de trabajo vinculados a la misma, están activos?",Ministerio de Transporte,Obras Viales,RUTA 23 ESTADO DE OBRA
ANEXO 94,30/05/2016,01/06/2016,471,8/1/2016 13:51:33,"García Larraburu, Silvina (RNG - PJ-FpV)","Específicamente en materia turística, dado los tarifazos que sufrió el sector y la merma de turistas por la crisis económica. ",¿Cuáles son las medidas que está previendo el gobierno nacional y el Ministerio de Turismo en particular para afrontar esta crisis?,Ministerio de Turismo,Incentivo al turismo,CRISIS DE SECTOR TURISTICO
ANEXO 94,30/05/2016,01/06/2016,472,8/1/2016 13:55:23,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuáles son las campañas de promoción turística que Argentina está realizando en el exterior?,Ministerio de Turismo,Política turística  ,INSERCION DE TURISMO EN EXTERIOR
ANEXO 94,30/05/2016,01/06/2016,473,8/1/2016 13:58:34,"García Larraburu, Silvina (RNG - PJ-FpV)","Específicamente en materia turística, dado los tarifazos que sufrió el sector y la merma de turistas por la crisis económica. ","¿Cuál es la variación en ocupación hotelera y otros alojamientos en la zona patagónica, principalmente en Rio Negro, respecto del mismo periodo del año 2015?",Ministerio de Turismo,Política turística  ,OCUPACIÓN HOTELERA EN PATAGONIA
ANEXO 94,30/05/2016,01/06/2016,474,8/1/2016 14:01:19,"García Larraburu, Silvina (RNG - PJ-FpV)","Específicamente en materia turística, dado los tarifazos que sufrió el sector y la merma de turistas por la crisis económica. ","¿Cuál es la cooperación, si es que la existe, con el área de turismo de Río Negro con el gobierno nacional en el desarrollo de estrategias que fortalezcan la oferta de nuestros destinos turísticos?",Ministerio de Turismo,Política turística  ,RELACIÓN RIO NEGRO NACION POR TURISMO
ANEXO 94,30/05/2016,01/06/2016,475,8/1/2016 14:03:11,"García Larraburu, Silvina (RNG - PJ-FpV)","En el año 2015 presenté en este Cámara un proyecto  Declarando de interés del Senado el corredor turístico Patagonia Este, integrado por las localidades de Rio Colorado, General  Conesa, Viedma, San Antonio Oeste, Sierra Grande y Valcheta.",¿Cuáles son las acciones que está a llevando a cabo el Ministerio de Turismo de la nación para la promoción de dicho corredor?,Ministerio de Turismo,Política turística  ,PROMOCIÓN DEL CORREDOR TURÍSTICO PATAGONIA ESTE
ANEXO 94,30/05/2016,01/06/2016,476,8/1/2016 14:04:14,"García Larraburu, Silvina (RNG - PJ-FpV)","En el año 2015 presenté en este Cámara un proyecto  Declarando de interés del Senado el corredor turístico Patagonia Este, integrado por las localidades de Rio Colorado, General  Conesa, Viedma, San Antonio Oeste, Sierra Grande y Valcheta.",¿Cuál es el estado de la instalación del cartel informativo y bienvenida al Corredor que oportunamente los municipios de esa zona solicitaron.,Ministerio de Turismo,Política turística  ,PROMOCIÓN DEL CORREDOR TURÍSTICO PATAGONIA ESTE
ANEXO 94,30/05/2016,01/06/2016,477,8/1/2016 14:05:09,"García Larraburu, Silvina (RNG - PJ-FpV)",,"Solicito que el Ministerio de Turismo de la Nación informe respecto de la continuidad del Programa Ejecutivo de Gobierno y Turismo (PGT) y las actualizaciones de graduados del mismo programa, que se realiza ininterrumpidamente desde el año 2011 y que dicta en conjunto con la Cámara Argentina de Turismo (CAT) y la Universidad Católica Argentina (UCA).",Ministerio de Turismo,Política turística  ,Programa Ejecutivo de Gobierno y Turismo
ANEXO 94,30/05/2016,01/06/2016,478,8/1/2016 13:31:19,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Qué avances hubo en los últimos 7 meses en cuanto a la implementación del Sistema Argentino de Televisión Digital Terrestre (SATVD-T)?,Sistema Federal de Medios Públicos,Comunicaciones y medios (TDA),AVANCE IMPLEMENTACIÓN SATVD-T
ANEXO 94,30/05/2016,01/06/2016,479,8/1/2016 13:44:44,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuál es el estado de inversión y funcionamiento del Centro Cultural Kirchner?,Sistema Federal de Medios Públicos,Medios Públicos,CENTRO CULTURAL KIRCHNER
ANEXO 94,30/05/2016,01/06/2016,480,8/1/2016 13:46:08,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuántos trabajadores hay actualmente en el Centro Cultural Kirchner? ¿Pretenden crearse más puestos de trabajo en el mismo?,Sistema Federal de Medios Públicos,Medios Públicos,CENTRO CULTURAL KIRCHNER
ANEXO 94,30/05/2016,01/06/2016,481,8/1/2016 13:47:10,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿El Centro Cultural Kirchner continuará siendo un faro para Latinoamérica y el mundo en términos culturales, artísticos y de acceso gratuito?",Sistema Federal de Medios Públicos,Medios Públicos,CENTRO CULTURAL KIRCHNER
ANEXO 94,30/05/2016,01/06/2016,482,8/1/2016 14:06:08,"García Larraburu, Silvina (RNG - PJ-FpV)",,Solicito que a través del organismo que corresponda se informe respecto de la continuidad o no de la mega muestra Tecnópolis. Y que en el mismo sentido se informe sobre el inventario de la muestra.,Sistema Federal de Medios Públicos,Medios Públicos,TECNOPOLIS CONTINUIDAD E INVENTARIO
ANEXO 94,30/05/2016,01/06/2016,483,8/1/2016 12:22:41,"García, Virginia María (SCZ - PJ-FpV)","Durante la madrugada del lunes 4 de julio, un grupo de tareas atacó las oficinas de Tiempo Argentino y Radio América, amenazando y echando a los trabajadores que se encontraban en las instalaciones, tapiaron las ventanas y puertas y comenzaron a destrozar el lugar, las herramientas de trabajo y documentación. Finalmente, lograron escaparse con ayuda de la Policía Federal. En este marco: ","¿Qué piensa ante los dichos del Ing. Macri al tratar de ""usurpadores"" a los empleados de Tiempo Argentino, que como usted sabrá fueron brutalmente golpeados y les rompieron todas sus herramientas de trabajo? Seguimos presenciando hechos de violencia política que creíamos desterrados y que vienen ocurriendo desde el 10 de diciembre de 2015.",Jefatura de Gabinete,Comunicaciones y medios (TDA),VIOLENCIA EN TIEMPO ARGENTINO
ANEXO 94,30/05/2016,01/06/2016,484,8/1/2016 12:23:51,"García, Virginia María (SCZ - PJ-FpV)",,"Durante su intervención próxima pasada, cuando se le preguntó por las cuentas no declaradas del Presidente, nos dijo que nos iba a enviar por escrito la explicación. Nunca llegó. Este cuerpo colegiado y el pueblo argentino esperan una explicación respecto a semejante escándalo global que nos avergüenza a todos y ha causado la renuncia de Jefes de Estado en situaciones similares a las del Ing. Macri. ",Jefatura de Gabinete,Ética pública / oficina anticorrupción,CUENTAS EN EL EXTERIOR DE MACRI
ANEXO 94,30/05/2016,01/06/2016,485,8/1/2016 12:26:06,"García, Virginia María (SCZ - PJ-FpV)","Cuando el Presidente Macri en su discurso del 07 de mayo del corriente mencionó que ""En el país se terminó la época en que la obra pública estaba ligada a la corrupción"". ","¿Se estaba refiriendo a las empresas de sus familiares, como IECSA S.A. perteneciente a Angelo Calcaterra, primo del Presidente, quien es uno de los principales contratistas del Estado Nacional; o a las contrataciones que realizara el empresario Nicolás Caputo, íntimo amigo del Presidente, quien fue y es en la actualidad, uno de los principales contratistas con el Gobierno de la Ciudad de Buenos Aires?¿Cómo explican los vínculos de los familiares y amigos del Presidente con la obra pública?",Jefatura de Gabinete,Ética pública / oficina anticorrupción,TRANSPARENCIA EN OBRA PÚBLICA
ANEXO 94,30/05/2016,01/06/2016,486,8/1/2016 12:54:35,"García, Virginia María (SCZ - PJ-FpV)","El 4 de julio pudimos ver como los miembros del gabinete festejaron el día de la independencia de Estados Unidos. Entre los invitados se encontraban el ex Presidente de la Rúa y el Señor Magnetto, entre otros. ",¿La independencia argentina los angustia y la independencia de Estados Unidos es motivo de baile y champagne? ,Jefatura de Gabinete,Jefatura de Gabinete,RELACIONES CON EMBAJADAS
ANEXO 94,30/05/2016,01/06/2016,487,8/1/2016 13:05:24,"García, Virginia María (SCZ - PJ-FpV)","El Bicentenario de la Revolución de Mayo, con el que tanto les gustó compararse de acuerdo a las declaraciones mediáticas de varios Ministros, contó con la presencia de varios Jefes de Estado que pudieron caminar por la calle saludando al pueblo. En este bicentenario de la Independencia sin Jefes de Estado, los funcionarios tuvieron que recluirse tras un vallado y un fuerte operativo de seguridad. ",¿Qué análisis político hacen sobre esto? ,Jefatura de Gabinete,Jefatura de Gabinete,FIESTA BICENTENARIO
ANEXO 94,30/05/2016,01/06/2016,488,8/1/2016 10:22:04,"García, Virginia María (SCZ - PJ-FpV)",El 31 de mayo apareció en el Boletín Oficial el decreto 721/16 que les restituye a los militares  un poder de autonomía que había sido limitado ya por el entonces Raúl Alfonsín. ,¿No creen que esta medida es un retroceso en la conducción civil de las Fuerzas Armadas modificando un paso fundacional de Alfonsín en la recuperación de la democracia?,Ministerio de Defensa,FF.AA.,DECRETO 721 FFAA
