INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Autor de la Pregunta,Justificación o contexto,Pregunta,Órgano requerido,Area de gestión,Tema
95,22/08/2016,24/08/2016,191,Interbloque Federal Unidos por una Nueva Argentina,,"Informe cuántos hogares tuvieron acceso a la tarifa social, detallado por provincia.",Ministerio de Desarrollo Social,Economía Social,TARIFA SOCIAL
95,22/08/2016,24/08/2016,192,Interbloque Federal Unidos por una Nueva Argentina,,"Informe cantidad de monotributistas incorporados al sistema de percepción de asignaciones familiares con vigencia a partir del mes de mayo de 2016, según decreto 593/2016, discriminados por categoría; y cantidad de monotributistas incorporados al sistema de percepción de asignaciones familiares en los meses de mayo, junio y julio de 2016 clasificados por las categorías B a F, G, H e I. ",ANSES,AUH,AUH PARA MONOTRIBUTISTAS
95,22/08/2016,24/08/2016,193,Interbloque Federal Unidos por una Nueva Argentina,,Informe cuántas personas accedieron a la tarifa social de transporte. ,Ministerio de Transporte,Tarifas  ,TARIFA SOCIAL
95,22/08/2016,24/08/2016,194,Interbloque Federal Unidos por una Nueva Argentina,,"Informe costo fiscal incrementado por las incorporaciones de monotributistas al sistema de liquidación de asignaciones familiares en los meses de mayo, junio y julio de 2016. ",Ministerio de Hacienda y Finanzas Públicas,Política Económica,COSTO FISCAL AUH PARA MONOTRIBUTISTAS
95,22/08/2016,24/08/2016,195,Interbloque Federal Unidos por una Nueva Argentina,,"Informe cómo han evolucionado los subsidios al transporte, por modo (automotor y ferrocarril) en lo que va de 2016.",Ministerio de Transporte,Transporte terrestre  ,SUBSIDIOS EMPRESAS DE SERVICIOS PUBLICOS
95,22/08/2016,24/08/2016,196,Interbloque Federal Unidos por una Nueva Argentina,,"Informe cuántas viviendas y soluciones habitacionales se han terminado y están en ejecución en los primeros siete meses de 2016, y como es la comparación frente a igual período de 2015. ¿Podría detallarlo por programas (Techo Digno, FONAVI, etc.)?","Ministerio de Interior, Obras Públicas y Vivienda",Política habitacional,ESTADO DE PROGRAMAS DE VIVIENDA
95,22/08/2016,24/08/2016,197,Interbloque Federal Unidos por una Nueva Argentina,,"Informe si la provincia de Santa Fe está incluida dentro de los alcances y beneficios del llamado Plan Belgrano, y si es así, qué obras y proyectos regionales han sido estudiados para su ejecución.",Plan Belgrano,Gestión de obras,SANTA FE EN PLAN BELGRANO
95,22/08/2016,24/08/2016,198,Interbloque Federal Unidos por una Nueva Argentina,,Informe si tienen pensado continuar con el Plan Argentina Trabaja. ¿Cuántos beneficiarios tiene el programa y cuál es el beneficio mensual de cada cooperativista?,"Ministerio de Trabajo, Empleo y Seguridad Social",Programas de empleo,CONTINUIDAD DE ARGENTINA TRABAJA
95,22/08/2016,24/08/2016,199,Interbloque Federal Unidos por una Nueva Argentina,,"Informe cómo el Estado Nacional saldará la deuda con la Provincia de Santa Fe surgida del fallo de la Corte Suprema de Justicia que le reconoce el 15% de coparticipación detraído indebidamente, que a valores históricos supera los 22 mil millones de pesos, pero que podría duplicarse con las respectivas actualizaciones.",Ministerio de Hacienda y Finanzas Públicas,Coparticipación/Fondos provinciales,FALLO CORTE SUPREMA DE JUSTICIA COPARTICIPACIÓN
95,22/08/2016,24/08/2016,200,Interbloque Federal Unidos por una Nueva Argentina,,Informe por qué se decidió eliminar el fideicomiso aceitero.,Ministerio de Agroindustria,Organismos,FIDEICOMISO ACEITERO
95,22/08/2016,24/08/2016,201,Interbloque Federal Unidos por una Nueva Argentina,,Informe la planificación ejecutiva del Estado Nacional en la Provincia de Santa Fe sobre políticas de todo tipo y carácter sobre Narcocriminalidad.,Ministerio de Seguridad,Narcotráfico  ,POLÍTICAS DE LUCHA CONTRA NARCOTRÁFICO
95,22/08/2016,24/08/2016,202,Interbloque Federal Unidos por una Nueva Argentina,,Informe cuáles fueron las causas del desabastecimiento de manteca.,Ministerio de Agroindustria,Ganadería  ,DESABASTECIMIENTO MANTECA
95,22/08/2016,24/08/2016,203,Interbloque Federal Unidos por una Nueva Argentina,,"Informe si tiene conocimiento de la grave situación de empresas y trabajadores, apostados en el Gran Rosario, llámese Acindar u otras, corriendo riesgo de cierre, con reducción de jornada laboral y suspensiones, afectando la estabilidad laboral de centenas de familias, ante la apertura de importaciones incremento de costos e insumos y caída de ventas.","Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,DESEMPLEO EN GRAN ROSARIO
95,22/08/2016,24/08/2016,204,Interbloque Federal Unidos por una Nueva Argentina,,"Informe acerca de la disposición presupuestaria que tendrá en cuanto a la revisión que llevó a cabo el Indec que diera la posibilidad al incremento de déficit primario para este año por $30.000 millones más, ya que se prevé terminar 2016 con un PBI de 4,8%, lo que implica un mayor margen para gastar y/o recaudar menos.",Ministerio de Hacienda y Finanzas Públicas,Presupuesto Nacional,DEFICIT PRIMARIO
95,22/08/2016,24/08/2016,205,Interbloque Federal Unidos por una Nueva Argentina,,"Informe las medidas adoptadas para la ampliación del denominado Gasoducto de La Costa, según convenio suscripto por el Ministerio de Planificación Federal de la Nación con los intendentes de la región con fecha 11 de septiembre de 2015.",Ministerio de Energía y Minería,Obras hidrocarburíferas,GASODUCTO DE LA COSTA
95,22/08/2016,24/08/2016,206,Interbloque Federal Unidos por una Nueva Argentina,,"Ya que el Poder Ejecutivo aún no cumplió con la información requerida por el artículo 3° de la Ley 27.249 de pago a los holdouts, informe detalladamente el avance de las tratativas y los acuerdos a los que se arribaron hasta el día de la fecha, detallando acreedor, monto, moneda y deuda emitida.",Ministerio de Hacienda y Finanzas Públicas,Deuda Pública/emisión de deuda,HOLDOUTS
95,22/08/2016,24/08/2016,207,Interbloque Federal Unidos por una Nueva Argentina,,"Informe las actuaciones administrativas llevadas adelante para la puesta en marcha de la obra del citado gasoducto, detallando grado de avance y ejecución, y tiempo estimado para el final de obra.",Ministerio de Energía y Minería,Obras hidrocarburíferas,GASODUCTO DE LA COSTA
95,22/08/2016,24/08/2016,208,Interbloque Federal Unidos por una Nueva Argentina,,"Informe la cantidad de solicitudes recibidas, y cantidad de acuerdos transaccionales suscriptos y homologados sobre la Ley 27.260 de Reparación Histórica para Jubilados y Pensionados.",ANSES,Ley de reparación histórica,ALCANCE LEY DE REPARACIÓN HISTÓRICA
95,22/08/2016,24/08/2016,209,Interbloque Federal Unidos por una Nueva Argentina,,"Teniendo en cuenta que los ingresos por servicios de los bancos alcanzaron $ 33.600 millones (+30%) entre enero y mayo, y que el elevado nivel de comisiones bancarias desalienta la bancarización, encarece el comercio y propende a la informalidad. Informe si tienen en mente poner coto a las comisiones como parte de una política de bancarización y competitividad.",Banco Central,Política financiera,COMISIONES BANCARIAS
95,22/08/2016,24/08/2016,210,Interbloque Federal Unidos por una Nueva Argentina,,Informe el impacto fiscal de la totalidad de acuerdos transaccionales homologados sobre la Ley 27.260 de Reparación Histórica para Jubilados y Pensionados.,ANSES,Ley de reparación histórica,ALCANCE LEY DE REPARACIÓN HISTÓRICA
95,22/08/2016,24/08/2016,211,Interbloque Federal Unidos por una Nueva Argentina,,"Indique el estado de ejecución del programa de utilización de herramientas biométricas en la acreditación de la fe de vida para beneficiarios de prestaciones de la seguridad social creado por Res. ANSES Nro. 648/2014, indicando fecha de inicio de la implementación, porcentaje de avance, y porcentual del universo de beneficiarios que restan por incluir al sistema.",ANSES,Política previsional/jubilatoria,ACREDITACION FE DE VIDA BENEFICIARIOS ANSES
95,22/08/2016,24/08/2016,212,Interbloque Federal Unidos por una Nueva Argentina,,Informe si considera que el juego (casinos y bingos) es una actividad poco regulada con renta extraordinaria. ,Ministerio de Desarrollo Social,Economía Social,REGULACIÓN DEL JUEGO
95,22/08/2016,24/08/2016,213,Interbloque Federal Unidos por una Nueva Argentina,,¿Cuál es el volumen de facturación anual registrada del juego y a cuánto asciende su presión tributaria? ,Ministerio de Hacienda y Finanzas Públicas,AFIP/Tributos,FACTURACIÓN DEL JUEGO
95,22/08/2016,24/08/2016,214,Interbloque Federal Unidos por una Nueva Argentina,,"Informe el estado de avance del proceso de normalización de servicios de la deuda pública aprobada por Ley Nro. 27.249, indicando monto final de la deuda normalizada, y proyección del costo fiscal por ejercicio.",Ministerio de Hacienda y Finanzas Públicas,Deuda Pública/emisión de deuda,DEUDA PÚBLICA INTERNA/EXTERNA
95,22/08/2016,24/08/2016,215,Interbloque Federal Unidos por una Nueva Argentina,,"Informe respecto de las inversiones productivas atadas a la normalización de la deuda pública, y sobre cuya ejecución preveía el Poder Ejecutivo Nacional al momento de informar a esta Honorable Cámara en las reuniones técnicas de presentación del proyecto, así como por los medios masivos de comunicación, indicando fuentes de trabajo genuinas creadas a partir de dichos proyectos de inversión.",Ministerio de Hacienda y Finanzas Públicas,Deuda Pública/emisión de deuda,INVERSIONES PRODUCTIVAS
95,22/08/2016,24/08/2016,216,Interbloque Federal Unidos por una Nueva Argentina,,"El Ministerio de Hacienda y Finanzas Públicas publica en su web que hay a la fecha US$ 30.519 M de anuncios de inversión del sector privado detallado por origen de la inversión, destino geográfico, sectores y empresas. Informe detalladamente la composición de esa inversión según si es aporte directo, reinversión de utilidades o cambio de manos.",Ministerio de Hacienda y Finanzas Públicas,Política financiera,INVERSIONES PRODUCTIVAS
95,22/08/2016,24/08/2016,217,Interbloque Federal Unidos por una Nueva Argentina,,"Informe si el Estado Nacional tiene contratada alguna consultora para realizar encuestas sobre la imagen del gobierno. En caso afirmativo, informar nombre, tipo de contrato y la información brindada por la consultora.",Jefatura de Gabinete,Jefatura de Gabinete,ENCUESTAS DE IMÁGEN DEL GOBIERNO
95,22/08/2016,24/08/2016,218,Interbloque Federal Unidos por una Nueva Argentina,,"Informe que medidas se están llevando adelante por el Poder Ejecutivo Nacional a fin de contener y revertir la situación de caída del empleo neto informada del orden del 0,58%, la mayor desde la crisis financiera internacional de 2008/2009. ","Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,POLÍTICAS DE REACTIVACIÓN DEL EMPLEO
95,22/08/2016,24/08/2016,219,Interbloque Federal Unidos por una Nueva Argentina,,"Manifieste el Sr. Jefe de Gabinete con claridad, si la provincia de Santa Fe está incluida dentro de los alcances y beneficios del llamado Plan Belgrano, y si es así, qué obras y proyectos regionales han sido estudiados para su ejecución.",Jefatura de Gabinete,Plan Belgrano,SANTA FE EN PLAN BELGRANO
95,22/08/2016,24/08/2016,220,Interbloque Federal Unidos por una Nueva Argentina,,Informe de manera completa los vuelos del presidente y ministros desde principio de año y sus costos asociados.  En el último informe la información se envió de forma incompleta.,Secretaría General de la Presidencia,Temas presidencia,VUELOS PRESIDENCIALES
95,22/08/2016,24/08/2016,221,Interbloque Federal Unidos por una Nueva Argentina,,"Manifieste el Sr. Jefe de Gabinete cómo el Estado Nacional saldará la deuda con la Provincia de Santa Fe surgida del fallo de la Corte Suprema de Justicia que le reconoce el 15% de coparticipación detraído indebidamente, que a valores históricos supera los 22 mil millones de pesos, pero que podría duplicarse con las respectivas actualizaciones.",Jefatura de Gabinete,Coparticipación/Fondos provinciales,FALLO CORTE SUPREMA DE JUSTICIA COPARTICIPACIÓN
95,22/08/2016,24/08/2016,222,Interbloque Federal Unidos por una Nueva Argentina,,Manifieste el Sr. Jefe de Gabinete la planificación ejecutiva del Estado Nacional en la Provincia de Santa Fe sobre políticas de todo tipo y carácter sobre  Narcocriminalidad.,Jefatura de Gabinete,Narcotráfico  ,POLÍTICAS DE LUCHA CONTRA NARCOTRÁFICO
95,22/08/2016,24/08/2016,223,Interbloque Federal Unidos por una Nueva Argentina,,"Manifieste el Sr. Jefe de Gabinete si tiene conocimiento de la grave situación de empresas y trabajadores, apostados en el Gran Rosario, llámese Acindar u otras, corriendo riesgo de cierre, con reducción de jornada laboral y suspensiones, afectando la estabilidad laboral de centenas de familias, ante la apertura de importaciones incremento de costos e insumos y caída de ventas.",Jefatura de Gabinete,Política de Empleo y Desempleo  ,DESEMPLEO EN GRAN ROSARIO
95,22/08/2016,24/08/2016,224,Interbloque Federal Unidos por una Nueva Argentina,,"Manifieste el Sr. Jefe de Gabinete acerca de la disposición presupuestaria que tendrá en cuanto a la revisión que llevó a cabo el Indec que diera la posibilidad de incremento de déficit primario para este año por $30.000 millones más, ya que se prevé terminar 2016 con un PBI de 4,8%, lo que implica un mayor margen para gastar y/o recaudar menos.",Jefatura de Gabinete,Política Económica,DEFICIT PRIMARIO
